candidate,kind,pool,rule,bps,avg_exposure,avg_active_names,avg_turnover,FULL5Y_months,FULL5Y_geo_monthly,FULL5Y_cumulative,FULL5Y_positive_month_pct,FULL5Y_worst_month,FULL5Y_best_month,FULL5Y_max_drawdown_pct,TRAIN_months,TRAIN_geo_monthly,TRAIN_cumulative,TRAIN_positive_month_pct,TRAIN_worst_month,TRAIN_best_month,TRAIN_max_drawdown_pct,DEV_months,DEV_geo_monthly,DEV_cumulative,DEV_positive_month_pct,DEV_worst_month,DEV_best_month,DEV_max_drawdown_pct,OOS_months,OOS_geo_monthly,OOS_cumulative,OOS_positive_month_pct,OOS_worst_month,OOS_best_month,OOS_max_drawdown_pct,HOLDOUT_months,HOLDOUT_geo_monthly,HOLDOUT_cumulative,HOLDOUT_positive_month_pct,HOLDOUT_worst_month,HOLDOUT_best_month,HOLDOUT_max_drawdown_pct
SUPER_RSI_TREND,STRATEGY,20,ST10X30_DIR==1 & RSI14<70 & close>SMA200,20.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0
SUPER_RSI_TREND,STRATEGY,20,ST10X30_DIR==1 & RSI14<70 & close>SMA200,40.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0
SUPER_RSI_TREND,STRATEGY,20,ST10X30_DIR==1 & RSI14<70 & close>SMA200,60.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0
RSI2_PULLBACK,STRATEGY,20,RSI2<5 & close>SMA200 & WPR14<-90,20.0,0.010833333333333334,0.21666666666666667,0.010416666666666666,59,0.0003781047556497745,0.022554557246336815,0.0847457627118644,-0.011573808070591518,0.017991237113402062,-0.011672648218718829,11,0.0006351402739694288,0.00700877251753651,0.09090909090909091,-0.006200000238418579,0.017991237113402062,-0.004567221984358882,12,-0.0007693964910807478,-0.009193787837611156,0.08333333333333333,-0.011573808070591518,0.0025081369817806123,-4.999999999999449e-05,12,-0.00010807328667553306,-0.0012961088486107553,0.0,-0.0012461711571686129,0.0,-4.999999999999449e-05,12,0.0018149391506297225,0.02199799471786701,0.16666666666666666,-5e-05,0.013803905317356847,-4.999999999999449e-05
RSI2_PULLBACK,STRATEGY,20,RSI2<5 & close>SMA200 & WPR14<-90,40.0,0.010833333333333334,0.21666666666666667,0.010416666666666666,59,0.00035694438954296493,0.02127920215321155,0.0847457627118644,-0.011623808070591518,0.017941237113402064,-0.011821473425215445,11,0.0005941494191925519,0.006555094004113915,0.09090909090909091,-0.0064000002384185795,0.017941237113402064,-0.004716757751242473,12,-0.0007860893646481759,-0.009392395244440466,0.08333333333333333,-0.011623808070591518,0.0024581369817806126,-9.999999999998899e-05,12,-0.00011641129983909621,-0.0013960415400529058,0.0,-0.001296171157168613,0.0,-9.999999999998899e-05,12,0.0017859333294424796,0.021642969016369085,0.16666666666666666,-0.0001,0.013703905317356846,-9.999999999998899e-05
RSI2_PULLBACK,STRATEGY,20,RSI2<5 & close>SMA200 & WPR14<-90,60.0,0.010833333333333334,0.21666666666666667,0.010416666666666666,59,0.00033578231424924134,0.020005307962139618,0.0847457627118644,-0.01167380807059152,0.017891237113402063,-0.011970283690830974,11,0.0005531554269498562,0.006101566605395181,0.09090909090909091,-0.006600000238418579,0.017891237113402063,-0.004866278541714397,12,-0.0008027827960020754,-0.009590972791888697,0.08333333333333333,-0.01167380807059152,0.0024081369817806125,-0.00014999999999998348,12,-0.00012474966067009313,-0.0014959692314949757,0.0,-0.001346171157168613,0.0,-0.00014999999999998348,12,0.0017569252697310226,0.021288028984835172,0.16666666666666666,-0.00015,0.013603905317356847,-0.00014999999999998348
BB_RSI_MACD_ADX,STRATEGY,20,close<BB_LOWER20 & RSI14<35 & MACD>MACD_SIGNAL & ADX14>20,20.0,0.004166666666666667,0.08333333333333333,0.004166666666666667,59,3.252981190166155e-05,0.0019210705825558616,0.05084745762711865,-0.025050019158649205,0.03323333333333336,-0.032323394748794754,11,0.0002179328327728234,0.002399875078682223,0.09090909090909091,-5e-05,0.0024499975785613306,-5.0000000000105516e-05,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0006063447272754678,0.007300450997051566,0.08333333333333333,-0.025050019158649205,0.03323333333333336,-0.02505001915864924,12,0.0,0.0,0.0,0.0,0.0,0.0
BB_RSI_MACD_ADX,STRATEGY,20,close<BB_LOWER20 & RSI14<35 & MACD>MACD_SIGNAL & ADX14>20,40.0,0.004166666666666667,0.08333333333333333,0.004166666666666667,59,2.408286254573504e-05,0.001421881697510452,0.05084745762711865,-0.025100019158649203,0.03313333333333336,-0.03261526897728606,11,0.00020885064114512986,0.0022997575788035185,0.09090909090909091,-0.0001,0.002399997578561331,-9.999999999998899e-05,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0005898283556941413,0.007100946706540157,0.08333333333333333,-0.025100019158649203,0.03313333333333336,-0.025100019158649234,12,0.0,0.0,0.0,0.0,0.0,0.0
BB_RSI_MACD_ADX,STRATEGY,20,close<BB_LOWER20 & RSI14<35 & MACD>MACD_SIGNAL & ADX14>20,60.0,0.004166666666666667,0.08333333333333333,0.004166666666666667,59,1.563548404634868e-05,0.0009229119683897835,0.05084745762711865,-0.025150019158649204,0.03303333333333336,-0.03290706983999425,11,0.0001997680783911495,0.0021996450789245614,0.09090909090909091,-0.00015,0.0023499975785613307,-0.00014999999999987246,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0005733110477320161,0.006901467329695432,0.08333333333333333,-0.025150019158649204,0.03303333333333336,-0.02515001915864923,12,0.0,0.0,0.0,0.0,0.0,0.0
BB_REENTRY_RSI,STRATEGY,20,BB_REENTRY_UP==1 & RSI14<50,20.0,0.0475,0.95,0.046666666666666676,59,0.0008143040149607808,0.0491962410373088,0.23728813559322035,-0.04044022100378681,0.061391710414939,-0.05210291471887518,11,0.0018827528380824504,0.020906348274224884,0.2727272727272727,-0.006592056074766356,0.015017912085127462,-0.006592056074766317,12,0.001490194633065914,0.018029630960612497,0.16666666666666666,-0.04044022100378681,0.061391710414939,-0.010197929223218605,12,-0.003973726645852245,-0.046656228251682585,0.16666666666666666,-0.03731260691160973,0.019098933809232038,-0.05164658715942183,12,0.005010278106620963,0.061808112181543695,0.4166666666666667,-0.008483331781129,0.029016666666666635,-0.008483331781129144
BB_REENTRY_RSI,STRATEGY,20,BB_REENTRY_UP==1 & RSI14<50,40.0,0.0475,0.95,0.046666666666666676,59,0.0007193842494756153,0.04334136233462682,0.23728813559322035,-0.04069022100378681,0.061141710414939,-0.05320018537536819,11,0.001764795245006784,0.019584955443860297,0.2727272727272727,-0.006642056074766357,0.014717912085127462,-0.0066420560747663115,12,0.0014237187009997106,0.017219041681687308,0.16666666666666666,-0.04069022100378681,0.061141710414939,-0.01044623973756631,12,-0.004069908861923095,-0.047760368187037994,0.16666666666666666,-0.03751260691160973,0.01904893380923204,-0.05241239364685979,12,0.004910314280886151,0.06054144628121527,0.4166666666666667,-0.008633331781129,0.028866666666666634,-0.008633331781129017
