month_end,history_start,history_end,formula_id,selected_geo,selected_positive,gross_return,turnover,transaction_cost,realized_return
2009-10-31,2007-10-31,2009-09-30,F0676,0.04420157723917262,0.75,0.07904414959280406,0.6,0.0012,0.07784414959280406
2009-11-30,2007-11-30,2009-10-31,F0676,0.04596406552713472,0.75,0.032567363149247026,0.5,0.001,0.031567363149247026
2009-12-31,2007-12-31,2009-11-30,F0676,0.0471061367189578,0.75,0.026563560614479877,0.5,0.001,0.025563560614479876
2010-01-31,2008-01-31,2009-12-31,F0676,0.04891601978011728,0.7916666666666666,-0.025891119126595957,0.6,0.0012,-0.027091119126595956
2010-02-28,2008-02-29,2010-01-31,F0119,0.04472315506195579,0.875,0.0811861562975808,0.65,0.0013,0.07988615629758081
2010-03-31,2008-03-31,2010-02-28,F0119,0.0458853020589709,0.875,0.010360447836664843,0.75,0.0015,0.008860447836664844
2010-04-30,2008-04-30,2010-03-31,F0119,0.042095407780782024,0.875,0.02914924363047461,0.65,0.0013,0.02784924363047461
2010-05-31,2008-05-31,2010-04-30,F0119,0.044414330812518665,0.9166666666666666,0.09019641928746755,0.6,0.0012,0.08899641928746754
2010-06-30,2008-06-30,2010-05-31,F0119,0.04903748840265676,0.9583333333333334,0.04263221918432654,0.65,0.0013,0.04133221918432654
2010-07-31,2008-07-31,2010-06-30,F0119,0.048909456067657286,0.9583333333333334,0.09191635867831796,0.75,0.0015,0.09041635867831796
2010-08-31,2008-08-31,2010-07-31,F0676,0.04971399586072156,0.8333333333333334,0.010473445349913263,0.75,0.0015,0.008973445349913263
2010-09-30,2008-09-30,2010-08-31,F0292,0.052376821765760084,0.8333333333333334,-0.04086907977414896,0.5,0.001,-0.041869079774148964
2010-10-31,2008-10-31,2010-09-30,F0292,0.06910085648772224,0.8333333333333334,0.00307547135842976,0.30000000000000004,0.0006000000000000001,0.0024754713584297598
2010-11-30,2008-11-30,2010-10-31,F0292,0.06783545688172699,0.8333333333333334,0.037225276998215914,0.55,0.0011,0.03612527699821592
2010-12-31,2008-12-31,2010-11-30,F0637,0.06673007562394595,0.875,-0.03433092835580881,0.7,0.0014,-0.03573092835580881
2011-01-31,2009-01-31,2010-12-31,F0637,0.06530871972419372,0.875,0.05411182556556519,0.9,0.0018,0.052311825565565184
2011-02-28,2009-02-28,2011-01-31,F0637,0.0695265045460014,0.9166666666666666,0.024653368768695595,0.75,0.0015,0.023153368768695594
2011-03-31,2009-03-31,2011-02-28,F0901,0.07111946971968242,0.9166666666666666,0.03142036464049557,0.6,0.0012,0.030220364640495573
2011-04-30,2009-04-30,2011-03-31,F0637,0.06906793871422812,0.9166666666666666,-0.031989198981231134,0.8,0.0016,-0.03358919898123113
2011-05-31,2009-05-31,2011-04-30,F0484,0.06165984589810303,0.9166666666666666,-0.012565863288983436,0.8,0.0016,-0.014165863288983437
2011-06-30,2009-06-30,2011-05-31,F0484,0.05964927991919522,0.875,0.09922118454808303,0.65,0.0013,0.09792118454808303
2011-07-31,2009-07-31,2011-06-30,F0087,0.06256227987855678,0.8333333333333334,-0.009570150651764125,0.6,0.0012,-0.010770150651764124
2011-08-31,2009-08-31,2011-07-31,F0087,0.057083018767919214,0.7916666666666666,-0.14061583476615333,0.5,0.001,-0.14161583476615333
2011-09-30,2009-09-30,2011-08-31,F0622,0.04927729254786839,0.9166666666666666,-0.033646732900264584,0.75,0.0015,-0.035146732900264585
2011-10-31,2009-10-31,2011-09-30,F0622,0.04542678927923571,0.875,0.044064153988012174,0.55,0.0011,0.04296415398801218
2011-11-30,2009-11-30,2011-10-31,F0243,0.04428283633250163,0.7916666666666666,0.041896144829967,0.6,0.0012,0.040696144829967
2011-12-31,2009-12-31,2011-11-30,F0243,0.04492734231103457,0.7916666666666666,0.08970089384633713,0.35,0.0007,0.08900089384633712
2012-01-31,2010-01-31,2011-12-31,F0243,0.04616911184727246,0.7916666666666666,0.023888850542166294,0.5,0.001,0.022888850542166293
2012-02-29,2010-02-28,2012-01-31,F0243,0.0463212861987532,0.7916666666666666,0.01343928523675067,0.5,0.001,0.012439285236750669
2012-03-31,2010-03-31,2012-02-29,F0484,0.04579589441845355,0.7916666666666666,0.05891236542655763,0.6,0.0012,0.05771236542655763
2012-04-30,2010-04-30,2012-03-31,F0484,0.04614778471076808,0.7916666666666666,-0.038124887153056244,0.44999999999999996,0.0009,-0.03902488715305624
2012-05-31,2010-05-31,2012-04-30,F0243,0.04447478253074166,0.7916666666666666,0.017301139984092363,0.15000000000000002,0.00030000000000000003,0.01700113998409236
2012-06-30,2010-06-30,2012-05-31,F0243,0.042244345997568544,0.7916666666666666,0.11201229166654676,0.4,0.0008,0.11121229166654677
